Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,Revenue,OrderMonth
560650,22727,ALARM CLOCK BAKELIKE RED ,1,20-07-11 11:38,3.75,15529,United Kingdom,3.75,2011-07-01
580759,22076,6 RIBBONS EMPIRE  ,24,06-12-11 10:30,0.39,17593,United Kingdom,9.36,2011-12-01
544162,22457,NATURAL SLATE HEART CHALKBOARD ,5,16-02-11 13:00,2.95,14959,United Kingdom,14.75,2011-02-01
557287,23245,SET OF 3 REGENCY CAKE TINS,6,19-06-11 12:47,4.95,18109,United Kingdom,29.7,2011-06-01
538863,48194,DOORMAT HEARTS,1,14-12-10 14:15,7.95,16919,United Kingdom,7.95,2010-12-01
574165,22211,WOOD STAMP SET FLOWERS,12,03-11-11 11:36,0.83,14815,United Kingdom,9.96,2011-11-01
568668,23199,JUMBO BAG APPLES,4,28-09-11 13:00,2.08,15750,United Kingdom,8.32,2011-09-01
568898,22602,RETROSPOT WOODEN HEART DECORATION,12,29-09-11 13:17,0.85,13354,United Kingdom,10.2,2011-09-01
547580,22978,PANTRY ROLLING PIN,6,24-03-11 10:48,3.75,13488,United Kingdom,22.5,2011-03-01
571965,21012,ANTIQUE ALL GLASS CANDLESTICK,1,20-10-11 10:41,2.1,17238,United Kingdom,2.1,2011-10-01
546635,84592,CROCHET ROSE PURSE WITH SUEDE BACK,2,15-03-11 12:11,2.95,16392,United Kingdom,5.9,2011-03-01
578016,23431,NATURAL HANGING QUILTED HEARTS ,12,22-11-11 13:02,0.83,14506,United Kingdom,9.96,2011-11-01
557350,23202,JUMBO BAG VINTAGE LEAF,10,20-06-11 10:41,2.08,16670,United Kingdom,20.8,2011-06-01
565209,20830,SILVER PHOTO FRAME,2,01-09-11 16:59,2.1,15910,United Kingdom,4.2,2011-09-01
544106,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,16-02-11 10:47,6.95,14530,United Kingdom,13.9,2011-02-01
571841,23141,TRIPLE WIRE HOOK PINK HEART,3,19-10-11 12:21,4.15,17625,United Kingdom,12.45,2011-10-01
579505,21464,DISCO BALL ROTATOR BATTERY OPERATED,2,29-11-11 16:31,4.25,13078,United Kingdom,8.5,2011-11-01
579941,22711,WRAP CIRCUS PARADE,25,01-12-11 10:31,0.42,16496,United Kingdom,10.5,2011-12-01
577669,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,21-11-11 10:48,14.95,15567,United Kingdom,14.95,2011-11-01
578017,48129,DOORMAT TOPIARY,1,22-11-11 13:07,8.25,13569,United Kingdom,8.25,2011-11-01
550057,21272,SALLE DE BAIN HOOK,1,14-04-11 12:01,1.25,14606,United Kingdom,1.25,2011-04-01
558368,23252,VINTAGE RED ENAMEL TRIM JUG ,4,28-06-11 15:36,3.75,14329,United Kingdom,15,2011-06-01
541223,22966,GINGERBREAD MAN COOKIE CUTTER,2,14-01-11 14:39,1.25,17954,United Kingdom,2.5,2011-01-01
541123,21755,LOVE BUILDING BLOCK WORD,3,14-01-11 9:52,5.95,13385,United Kingdom,17.85,2011-01-01
550310,22477,WATERING CAN GARDEN MARKER,20,17-04-11 11:04,1.25,15985,United Kingdom,25,2011-04-01
580523,23350,ROLL WRAP VINTAGE SPOT ,2,04-12-11 15:00,1.25,17827,United Kingdom,2.5,2011-12-01
545226,22175,PINK OWL SOFT TOY,6,01-03-11 9:33,2.95,12428,Finland,17.7,2011-03-01
549577,22564,ALPHABET STENCIL CRAFT,12,11-04-11 8:16,1.25,14286,United Kingdom,15,2011-04-01
537051,22727,ALARM CLOCK BAKELIKE RED ,2,05-12-10 11:12,3.75,15708,United Kingdom,7.5,2010-12-01
551842,71459,HANGING JAM JAR T-LIGHT HOLDER,24,04-05-11 13:52,0.85,16678,United Kingdom,20.4,2011-05-01
550464,82581,TOILET METAL SIGN,5,18-04-11 13:30,0.55,16550,United Kingdom,2.75,2011-04-01
547069,23232,WRAP VINTAGE PETALS  DESIGN,25,20-03-11 13:52,0.42,16710,United Kingdom,10.5,2011-03-01
578292,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,6,23-11-11 14:35,1.65,13174,United Kingdom,9.9,2011-11-01
555921,21714,CITRONELLA CANDLE GARDEN POT,12,07-06-11 16:42,1.25,15449,United Kingdom,15,2011-06-01
546669,22698,PINK REGENCY TEACUP AND SAUCER,12,15-03-11 15:36,2.95,14226,United Kingdom,35.4,2011-03-01
568568,16045,POPART WOODEN PENCILS ASST,100,28-09-11 8:48,0.04,14412,United Kingdom,4,2011-09-01
543463,21169,YOU'RE CONFUSING ME METAL SIGN ,3,08-02-11 14:06,1.69,15311,United Kingdom,5.07,2011-02-01
562017,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,01-08-11 14:16,2.95,14937,Channel Islands,35.4,2011-08-01
547653,22667,RECIPE BOX RETROSPOT ,4,24-03-11 12:21,2.95,16745,United Kingdom,11.8,2011-03-01
555836,22035,VINTAGE CARAVAN GREETING CARD ,12,07-06-11 12:36,0.42,13098,United Kingdom,5.04,2011-06-01
547041,20725,LUNCH BAG RED RETROSPOT,30,20-03-11 10:56,1.45,13777,United Kingdom,43.5,2011-03-01
569695,23438, RED SPOT GIFT BAG LARGE,12,05-10-11 15:35,1.25,16843,United Kingdom,15,2011-10-01
536522,22632,HAND WARMER RED RETROSPOT,1,01-12-10 12:49,2.1,15012,United Kingdom,2.1,2010-12-01
561658,84559B,3D SHEET OF CAT STICKERS,1,28-07-11 16:06,0.85,12743,Unspecified,0.85,2011-07-01
579103,23393,HOME SWEET HOME CUSHION COVER ,1,28-11-11 11:39,3.75,18041,United Kingdom,3.75,2011-11-01
545980,21094,SET/6 RED SPOTTY PAPER PLATES,3,08-03-11 12:49,0.85,14730,United Kingdom,2.55,2011-03-01
537111,22382,LUNCH BAG SPACEBOY DESIGN ,5,05-12-10 12:08,1.65,14810,United Kingdom,8.25,2010-12-01
563589,22690,DOORMAT HOME SWEET HOME BLUE ,20,17-08-11 19:40,8,17450,United Kingdom,160,2011-08-01
575070,22467,GUMBALL COAT RACK,12,08-11-11 12:58,2.55,17841,United Kingdom,30.6,2011-11-01
553546,22913,RED COAT RACK PARIS FASHION,36,17-05-11 15:42,4.25,12415,Australia,153,2011-05-01
541973,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,24-01-11 14:01,0.85,16730,United Kingdom,20.4,2011-01-01
580290,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,02-12-11 13:35,1.65,17221,United Kingdom,1.65,2011-12-01
573665,23569,TRADTIONAL ALPHABET STAMP SET,12,31-10-11 16:24,4.95,13982,United Kingdom,59.4,2011-10-01
577475,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,20-11-11 11:30,0.83,15152,United Kingdom,9.96,2011-11-01
570791,22203,MILK PAN RED RETROSPOT,1,12-10-11 11:58,3.75,17346,United Kingdom,3.75,2011-10-01
556020,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,08-06-11 12:03,1.65,13571,United Kingdom,3.3,2011-06-01
548984,22077,6 RIBBONS RUSTIC CHARM,4,05-04-11 12:37,1.65,14546,United Kingdom,6.6,2011-04-01
552721,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,11-05-11 9:55,1.95,14691,United Kingdom,19.5,2011-05-01
540073,84879,ASSORTED COLOUR BIRD ORNAMENT,32,04-01-11 14:47,1.69,16814,United Kingdom,54.08,2011-01-01
579946,22091,EMPIRE TISSUE BOX,2,01-12-11 10:44,0.39,15993,United Kingdom,0.78,2011-12-01
539455,22112,CHOCOLATE HOT WATER BOTTLE,1,17-12-10 17:17,4.95,12748,United Kingdom,4.95,2010-12-01
580884,23501,KEY RING BASEBALL BOOT UNION JACK,1,06-12-11 12:21,1.25,15907,United Kingdom,1.25,2011-12-01
572520,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,24-10-11 15:05,0.39,13165,United Kingdom,4.68,2011-10-01
559325,47599A,PINK PARTY BAGS,18,07-07-11 15:06,2.1,17560,United Kingdom,37.8,2011-07-01
552465,20685,DOORMAT RED RETROSPOT,1,09-05-11 15:17,7.95,16242,United Kingdom,7.95,2011-05-01
577484,23294,SET OF 6 SNACK LOAF BAKING CASES,1,20-11-11 11:52,0.83,13536,United Kingdom,0.83,2011-11-01
568917,22865,HAND WARMER OWL DESIGN,12,29-09-11 14:11,2.1,15955,United Kingdom,25.2,2011-09-01
554948,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,27-05-11 14:29,3.75,14447,United Kingdom,15,2011-05-01
544677,16016,LARGE CHINESE STYLE SCISSOR,1,22-02-11 16:13,0.85,18196,United Kingdom,0.85,2011-02-01
540017,85212,MINI PAINTED GARDEN DECORATION ,72,04-01-11 11:48,0.21,13963,United Kingdom,15.12,2011-01-01
561887,21530,DAIRY MAID TOASTRACK,18,31-07-11 13:33,0.79,14414,United Kingdom,14.22,2011-07-01
537265,22356,CHARLOTTE BAG PINK POLKADOT,1,06-12-10 11:26,0.85,15919,United Kingdom,0.85,2010-12-01
545695,21174,POTTERING IN THE SHED METAL SIGN,12,06-03-11 14:15,2.08,17050,United Kingdom,24.96,2011-03-01
556244,22109,FULL ENGLISH BREAKFAST PLATE,3,09-06-11 16:08,3.75,15867,United Kingdom,11.25,2011-06-01
563161,21209,MULTICOLOUR HONEYCOMB FAN,12,12-08-11 12:15,0.39,14790,United Kingdom,4.68,2011-08-01
574077,21479,WHITE SKULL HOT WATER BOTTLE ,1,02-11-11 15:56,4.25,17999,United Kingdom,4.25,2011-11-01
568174,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,25-09-11 13:23,0.55,16261,United Kingdom,0.55,2011-09-01
571696,23295,SET OF 12 MINI LOAF BAKING CASES,8,18-10-11 14:47,0.83,15604,United Kingdom,6.64,2011-10-01
560445,22978,PANTRY ROLLING PIN,24,19-07-11 9:08,3.39,14156,EIRE,81.36,2011-07-01
542858,22662,LUNCH BAG DOLLY GIRL DESIGN,4,01-02-11 11:40,1.65,17228,United Kingdom,6.6,2011-02-01
555583,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,06-06-11 9:03,3.75,13534,United Kingdom,22.5,2011-06-01
561868,82581,TOILET METAL SIGN,2,31-07-11 11:26,0.55,16813,United Kingdom,1.1,2011-07-01
556042,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4,08-06-11 12:44,4.95,14367,United Kingdom,19.8,2011-06-01
566296,23091,ZINC HERB GARDEN CONTAINER,1,11-09-11 15:47,6.25,17841,United Kingdom,6.25,2011-09-01
540530,22470,HEART OF WICKER LARGE,6,09-01-11 14:02,2.95,14755,United Kingdom,17.7,2011-01-01
572880,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,26-10-11 13:35,0.42,16415,United Kingdom,0.42,2011-10-01
566081,23201,JUMBO BAG ALPHABET,10,09-09-11 10:09,2.08,16293,United Kingdom,20.8,2011-09-01
538849,20749,ASSORTED COLOUR MINI CASES,1,14-12-10 13:31,7.95,14415,United Kingdom,7.95,2010-12-01
537126,22274,FELTCRAFT DOLL EMILY,1,05-12-10 12:13,2.95,18118,United Kingdom,2.95,2010-12-01
544585,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,21-02-11 14:58,2.95,12523,France,17.7,2011-02-01
581585,22726,ALARM CLOCK BAKELIKE GREEN,8,09-12-11 12:31,3.75,15804,United Kingdom,30,2011-12-01
581003,21156,RETROSPOT CHILDRENS APRON,8,07-12-11 8:38,1.95,14911,EIRE,15.6,2011-12-01
558877,15044C,PURPLE PAPER PARASOL,1,04-07-11 13:50,2.95,17841,United Kingdom,2.95,2011-07-01
577698,20973,12 PENCIL SMALL TUBE WOODLAND,24,21-11-11 12:05,0.65,14963,United Kingdom,15.6,2011-11-01
565926,22741,FUNKY DIVA PEN,48,08-09-11 10:02,0.85,13305,United Kingdom,40.8,2011-09-01
540826,22988,SOLDIERS EGG CUP ,12,11-01-11 14:00,1.25,13102,United Kingdom,15,2011-01-01
581112,35970,ZINC FOLKART SLEIGH BELLS,12,07-12-11 12:17,1.69,16678,United Kingdom,20.28,2011-12-01
547563,22568,FELTCRAFT CUSHION OWL,4,24-03-11 8:56,3.75,15651,United Kingdom,15,2011-03-01
562733,85099F,JUMBO BAG STRAWBERRY,10,09-08-11 10:20,2.08,14626,United Kingdom,20.8,2011-08-01
564083,85099B,JUMBO BAG RED RETROSPOT,10,23-08-11 8:54,2.08,17469,United Kingdom,20.8,2011-08-01
537153,22759,SET OF 3 NOTEBOOKS IN PARCEL,6,05-12-10 13:03,1.65,16718,United Kingdom,9.9,2010-12-01
550512,21385,IVORY HANGING DECORATION  HEART,2,18-04-11 16:31,0.85,18069,United Kingdom,1.7,2011-04-01
576217,22638,SET OF 4 NAPKIN CHARMS CROWNS ,1,14-11-11 12:56,2.55,17081,United Kingdom,2.55,2011-11-01
552827,84879,ASSORTED COLOUR BIRD ORNAMENT,160,11-05-11 13:20,1.45,18144,United Kingdom,232,2011-05-01
546984,77101A,UNION FLAG WINDSOCK,2,18-03-11 12:35,1.25,15019,United Kingdom,2.5,2011-03-01
536643,21479,WHITE SKULL HOT WATER BOTTLE ,2,02-12-10 11:57,3.75,14390,United Kingdom,7.5,2010-12-01
552819,22730,ALARM CLOCK BAKELIKE IVORY,8,11-05-11 12:50,3.75,16652,United Kingdom,30,2011-05-01
548496,22432,WATERING CAN PINK BUNNY,1,31-03-11 13:40,1.95,12678,France,1.95,2011-03-01
558638,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,01-07-11 8:16,2.95,16317,United Kingdom,17.7,2011-07-01
551462,84879,ASSORTED COLOUR BIRD ORNAMENT,8,28-04-11 16:11,1.69,15210,United Kingdom,13.52,2011-04-01
537676,22555,PLASTERS IN TIN STRONGMAN,12,08-12-10 9:53,1.65,12386,Australia,19.8,2010-12-01
543120,48194,DOORMAT HEARTS,1,03-02-11 13:53,7.95,13668,United Kingdom,7.95,2011-02-01
546950,22977,DOLLY GIRL CHILDRENS EGG CUP,5,18-03-11 11:24,1.25,16511,United Kingdom,6.25,2011-03-01
544169,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,16-02-11 13:44,3.75,13078,United Kingdom,15,2011-02-01
545851,82583,HOT BATHS METAL SIGN,4,07-03-11 13:45,2.1,15026,United Kingdom,8.4,2011-03-01
544444,20719,WOODLAND CHARLOTTE BAG,100,20-02-11 10:51,0.72,13246,United Kingdom,72,2011-02-01
549548,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,10-04-11 11:35,0.65,13548,United Kingdom,15.6,2011-04-01
545994,20712,JUMBO BAG WOODLAND ANIMALS,20,08-03-11 13:50,1.95,12623,Germany,39,2011-03-01
549240,22249,DECORATION WHITE CHICK MAGIC GARDEN,2,07-04-11 11:37,0.85,15910,United Kingdom,1.7,2011-04-01
567545,23546,WRAP PAISLEY PARK ,25,21-09-11 10:27,0.42,13155,United Kingdom,10.5,2011-09-01
545937,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,08-03-11 12:05,0.85,12758,Portugal,17,2011-03-01
563333,23106,ZINC HEARTS PLANT POT HOLDER,2,15-08-11 13:09,2.89,15996,United Kingdom,5.78,2011-08-01
581420,20726,LUNCH BAG WOODLAND,10,08-12-11 15:09,1.65,16358,United Kingdom,16.5,2011-12-01
551003,21930,JUMBO STORAGE BAG SKULLS,10,26-04-11 9:44,2.08,16456,United Kingdom,20.8,2011-04-01
573032,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,27-10-11 13:36,4.95,18211,United Kingdom,14.85,2011-10-01
545321,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,01-03-11 14:53,3.75,12747,United Kingdom,15,2011-03-01
563735,22557,PLASTERS IN TIN VINTAGE PAISLEY ,4,18-08-11 18:15,1.65,16743,United Kingdom,6.6,2011-08-01
558368,22381,TOY TIDY PINK POLKADOT,5,28-06-11 15:36,2.1,14329,United Kingdom,10.5,2011-06-01
557213,20724,RED RETROSPOT CHARLOTTE BAG,1,17-06-11 12:16,0.85,15021,United Kingdom,0.85,2011-06-01
576371,23130,MISTLETOE HEART WREATH GREEN,4,15-11-11 8:07,4.15,14911,EIRE,16.6,2011-11-01
542412,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,27-01-11 16:49,4.95,16725,United Kingdom,4.95,2011-01-01
557117,22417,PACK OF 60 SPACEBOY CAKE CASES,24,16-06-11 17:04,0.55,14849,United Kingdom,13.2,2011-06-01
563638,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,18-08-11 10:36,1.25,15311,United Kingdom,2.5,2011-08-01
539078,20982,12 PENCILS TALL TUBE SKULLS,24,16-12-10 8:10,0.85,13408,United Kingdom,20.4,2010-12-01
551001,22499,WOODEN UNION JACK BUNTING,24,26-04-11 9:31,5.95,13408,United Kingdom,142.8,2011-04-01
536527,22973,CHILDREN'S CIRCUS PARADE MUG,12,01-12-10 13:04,1.65,12662,Germany,19.8,2010-12-01
552731,22629,SPACEBOY LUNCH BOX ,24,11-05-11 10:43,1.95,12372,Denmark,46.8,2011-05-01
550296,22915,ASSORTED BOTTLE TOP  MAGNETS ,6,15-04-11 15:54,0.42,13742,United Kingdom,2.52,2011-04-01
542422,22849,BREAD BIN DINER STYLE MINT,1,27-01-11 19:33,16.95,14702,United Kingdom,16.95,2011-01-01
561192,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,25-07-11 13:45,4.95,16033,United Kingdom,4.95,2011-07-01
560412,20717,STRAWBERRY SHOPPER BAG,4,18-07-11 14:32,1.25,12748,United Kingdom,5,2011-07-01
575491,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,09-11-11 17:47,4.25,15531,United Kingdom,8.5,2011-11-01
580527,22230,JIGSAW TREE WITH WATERING CAN,2,04-12-11 15:19,0.29,13736,United Kingdom,0.58,2011-12-01
543625,22539,MINI JIGSAW DOLLY GIRL,24,10-02-11 15:38,0.42,12583,France,10.08,2011-02-01
580260,82482,WOODEN PICTURE FRAME WHITE FINISH,6,02-12-11 12:36,2.95,14085,United Kingdom,17.7,2011-12-01
564301,22560,TRADITIONAL MODELLING CLAY,24,24-08-11 11:54,1.25,14299,United Kingdom,30,2011-08-01
562850,20725,LUNCH BAG RED RETROSPOT,100,10-08-11 10:08,1.45,14680,United Kingdom,145,2011-08-01
546383,22262,FELT EGG COSY CHICKEN,12,11-03-11 12:54,0.85,13654,United Kingdom,10.2,2011-03-01
547712,20828,GLITTER BUTTERFLY CLIPS,2,24-03-11 19:31,2.55,16905,United Kingdom,5.1,2011-03-01
569403,23514,EMBROIDERED RIBBON REEL SALLY ,6,04-10-11 9:02,2.08,13319,United Kingdom,12.48,2011-10-01
580637,22791,T-LIGHT GLASS FLUTED ANTIQUE,9,05-12-11 12:40,1.25,15033,United Kingdom,11.25,2011-12-01
541848,21731,RED TOADSTOOL LED NIGHT LIGHT,4,23-01-11 13:31,1.65,17611,United Kingdom,6.6,2011-01-01
536749,22174,PHOTO CUBE,2,02-12-10 13:49,1.65,17976,United Kingdom,3.3,2010-12-01
557891,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,23-06-11 14:05,2.95,17652,United Kingdom,17.7,2011-06-01
566233,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,11-09-11 11:04,9.95,12635,Germany,19.9,2011-09-01
574032,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,02-11-11 12:37,3.75,17754,United Kingdom,90,2011-11-01
544697,22284,HEN HOUSE DECORATION,24,23-02-11 9:44,1.65,13453,United Kingdom,39.6,2011-02-01
560254,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,17-07-11 13:07,0.29,16678,United Kingdom,6.96,2011-07-01
569231,21169,YOU'RE CONFUSING ME METAL SIGN ,1,02-10-11 15:18,1.69,13379,United Kingdom,1.69,2011-10-01
556486,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,12-06-11 13:22,0.42,17422,United Kingdom,5.04,2011-06-01
568145,84970S,HANGING HEART ZINC T-LIGHT HOLDER,36,25-09-11 11:30,0.85,12388,Australia,30.6,2011-09-01
554382,21086,SET/6 RED SPOTTY PAPER CUPS,8,24-05-11 11:55,0.65,17365,United Kingdom,5.2,2011-05-01
573094,22553,PLASTERS IN TIN SKULLS,1,27-10-11 14:39,1.65,15707,United Kingdom,1.65,2011-10-01
580062,22491,PACK OF 12 COLOURED PENCILS,2,01-12-11 13:28,0.85,15862,United Kingdom,1.7,2011-12-01
568191,23399,HOME SWEET HOME HANGING HEART,10,25-09-11 14:37,0.85,16655,United Kingdom,8.5,2011-09-01
565664,22436,12 COLOURED PARTY BALLOONS,10,05-09-11 17:36,0.65,13211,United Kingdom,6.5,2011-09-01
574591,22508,DOORSTOP RETROSPOT HEART,4,06-11-11 10:47,3.75,15745,United Kingdom,15,2011-11-01
550769,22084,PAPER CHAIN KIT EMPIRE,10,20-04-11 12:56,2.95,15984,United Kingdom,29.5,2011-04-01
540554,48194,DOORMAT HEARTS,2,10-01-11 9:55,7.95,18171,United Kingdom,15.9,2011-01-01
540550,22208,WOOD STAMP SET THANK YOU,12,10-01-11 9:11,1.65,12539,Spain,19.8,2011-01-01
553017,20973,12 PENCIL SMALL TUBE WOODLAND,2,12-05-11 19:01,0.65,12757,Portugal,1.3,2011-05-01
580611,22757,LARGE RED BABUSHKA NOTEBOOK ,1,05-12-11 11:49,0.39,12748,United Kingdom,0.39,2011-12-01
552139,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,06-05-11 11:55,1.25,14659,United Kingdom,15,2011-05-01
538503,22511,RETROSPOT BABUSHKA DOORSTOP,8,12-12-10 12:56,1.25,17188,United Kingdom,10,2010-12-01
556882,82581,TOILET METAL SIGN,2,15-06-11 12:21,0.55,14395,United Kingdom,1.1,2011-06-01
553685,16161P,WRAP ENGLISH ROSE ,25,18-05-11 13:56,0.42,18097,United Kingdom,10.5,2011-05-01
549693,21242,RED RETROSPOT PLATE ,8,11-04-11 13:43,1.69,14696,United Kingdom,13.52,2011-04-01
543803,22244,3 HOOK HANGER MAGIC GARDEN,3,13-02-11 12:05,1.95,17126,United Kingdom,5.85,2011-02-01
536522,84836,ZINC METAL HEART DECORATION,1,01-12-10 12:49,1.25,15012,United Kingdom,1.25,2010-12-01
580520,22671,FRENCH LAUNDRY SIGN BLUE METAL,1,04-12-11 14:55,1.65,13521,United Kingdom,1.65,2011-12-01
566850,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,15-09-11 12:04,2.89,13662,United Kingdom,17.34,2011-09-01
541877,22704,WRAP RED APPLES ,25,24-01-11 10:12,0.42,12559,Germany,10.5,2011-01-01
561818,84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,3,29-07-11 15:51,1.69,16775,United Kingdom,5.07,2011-07-01
581096,21481,FAWN BLUE HOT WATER BOTTLE,4,07-12-11 11:36,3.75,17412,United Kingdom,15,2011-12-01
581403,23581,JUMBO BAG PAISLEY PARK,10,08-12-11 13:46,2.08,13510,United Kingdom,20.8,2011-12-01
541783,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,21-01-11 11:55,1.49,16618,United Kingdom,17.88,2011-01-01
537254,21485,RETROSPOT HEART HOT WATER BOTTLE,2,06-12-10 11:01,4.95,15898,United Kingdom,9.9,2010-12-01
557962,20749,ASSORTED COLOUR MINI CASES,2,24-06-11 9:22,7.95,13709,United Kingdom,15.9,2011-06-01
548984,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,05-04-11 12:37,4.95,14546,United Kingdom,9.9,2011-04-01
581419,23579,SNACK TRAY I LOVE LONDON,8,08-12-11 15:03,1.95,15484,United Kingdom,15.6,2011-12-01
539087,22378,WALL TIDY RETROSPOT ,15,16-12-10 9:44,2.1,13093,United Kingdom,31.5,2010-12-01
564356,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,24-08-11 15:47,4.25,13969,United Kingdom,4.25,2011-08-01
541796,21498,RED RETROSPOT WRAP ,25,21-01-11 13:55,0.42,14092,United Kingdom,10.5,2011-01-01
581122,23204,CHARLOTTE BAG APPLES DESIGN,20,07-12-11 12:33,0.85,12839,United Kingdom,17,2011-12-01
580113,23511,EMBROIDERED RIBBON REEL EMILY ,6,01-12-11 16:05,2.08,14766,United Kingdom,12.48,2011-12-01
562517,85099F,JUMBO BAG STRAWBERRY,5,05-08-11 12:27,2.08,15719,United Kingdom,10.4,2011-08-01
557466,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,20-06-11 13:08,1.25,13815,Germany,15,2011-06-01
572567,21671,RED SPOT CERAMIC DRAWER KNOB,24,25-10-11 10:27,1.45,12398,Switzerland,34.8,2011-10-01
574529,35970,ZINC FOLKART SLEIGH BELLS,4,04-11-11 14:06,1.69,17233,United Kingdom,6.76,2011-11-01
552039,22030,SWALLOWS GREETING CARD,24,06-05-11 8:10,0.42,13081,United Kingdom,10.08,2011-05-01
546423,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,13-03-11 12:39,8.5,14502,United Kingdom,8.5,2011-03-01
552652,22847,BREAD BIN DINER STYLE IVORY,1,10-05-11 14:09,16.95,14591,United Kingdom,16.95,2011-05-01
550279,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,15-04-11 13:16,1.25,14700,United Kingdom,15,2011-04-01
578852,82581,TOILET METAL SIGN,2,27-11-11 11:12,0.55,17841,United Kingdom,1.1,2011-11-01
548870,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,4,04-04-11 14:41,2.95,14606,United Kingdom,11.8,2011-04-01
581425,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,08-12-11 15:31,0.55,14796,United Kingdom,0.55,2011-12-01
545719,22797,CHEST OF DRAWERS GINGHAM HEART ,2,07-03-11 10:28,16.95,13344,United Kingdom,33.9,2011-03-01
557776,23301,GARDENERS KNEELING PAD KEEP CALM ,12,22-06-11 15:07,1.65,14422,United Kingdom,19.8,2011-06-01
580283,21675,BUTTERFLIES STICKERS,12,02-12-11 13:20,0.85,16133,United Kingdom,10.2,2011-12-01
562161,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,03-08-11 11:58,0.42,17841,United Kingdom,0.42,2011-08-01
581414,22723,SET OF 6 HERB TINS SKETCHBOOK,1,08-12-11 14:39,1.25,14730,United Kingdom,1.25,2011-12-01
541103,84497,BUTTONS AND STRIPES NOTEBOOK ,6,13-01-11 14:24,3.75,14215,United Kingdom,22.5,2011-01-01
544467,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,20-02-11 15:51,6.95,14502,United Kingdom,6.95,2011-02-01
565427,21158,MOODY GIRL DOOR HANGER ,1,04-09-11 12:49,0.39,17774,United Kingdom,0.39,2011-09-01
548276,21561,DINOSAUR LUNCH BOX WITH CUTLERY,12,30-03-11 11:39,2.55,17863,United Kingdom,30.6,2011-03-01
567148,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,48,16-09-11 15:23,2.89,18225,United Kingdom,138.72,2011-09-01
540248,82580,BATHROOM METAL SIGN,6,05-01-11 15:57,0.55,15034,United Kingdom,3.3,2011-01-01
544885,22938,CUPCAKE LACE PAPER SET 6,12,24-02-11 11:38,1.95,14243,United Kingdom,23.4,2011-02-01
556734,84991,60 TEATIME FAIRY CAKE CASES,24,14-06-11 12:00,0.55,13476,United Kingdom,13.2,2011-06-01
549902,84378,SET OF 3 HEART COOKIE CUTTERS,12,12-04-11 16:17,1.25,14006,United Kingdom,15,2011-04-01
563352,21790,VINTAGE SNAP CARDS,12,15-08-11 14:32,0.85,15706,United Kingdom,10.2,2011-08-01
567892,23203,JUMBO BAG VINTAGE DOILY ,10,22-09-11 15:51,2.08,15394,United Kingdom,20.8,2011-09-01
