Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
568191,22696,WICKER WREATH LARGE,2,2011-09-25 14:37:00,1.95,16655.0,United Kingdom
538849,22204,MILK PAN BLUE POLKADOT,1,2010-12-14 13:31:00,3.75,14415.0,United Kingdom
566912,21166,COOK WITH WINE METAL SIGN ,12,2011-09-15 14:05:00,2.08,14367.0,United Kingdom
549316,23051,RECYCLED ACAPULCO MAT BLUE,4,2011-04-08 09:54:00,8.25,12705.0,Germany
550643,79164,BLACK WINE GLASS,6,2011-04-19 16:14:00,0.39,18116.0,United Kingdom
547861,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,2011-03-27 12:36:00,1.25,16701.0,United Kingdom
561704,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1,2011-07-29 11:07:00,1.49,14606.0,United Kingdom
563695,84976,RECTANGULAR SHAPED MIRROR,6,2011-08-18 13:17:00,0.79,13617.0,United Kingdom
561008,22570,FELTCRAFT CUSHION RABBIT,4,2011-07-22 15:43:00,3.75,18150.0,United Kingdom
580137,22197,POPCORN HOLDER,2,2011-12-01 19:54:00,0.85,17566.0,United Kingdom
559004,47566,PARTY BUNTING,8,2011-07-05 12:23:00,4.95,12428.0,Finland
556910,84559B,3D SHEET OF CAT STICKERS,4,2011-06-15 13:25:00,0.85,12748.0,United Kingdom
564436,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2,2011-08-25 12:06:00,2.1,17841.0,United Kingdom
562516,23089,GLASS BON BON JAR,12,2011-08-05 12:25:00,1.65,15129.0,United Kingdom
561885,90123C,GREEN HEART OF GLASS BRACELET,1,2011-07-31 13:13:00,5.95,15532.0,United Kingdom
542619,21385,IVORY HANGING DECORATION  HEART,24,2011-01-30 15:54:00,0.85,13869.0,United Kingdom
548552,21714,CITRONELLA CANDLE GARDEN POT,12,2011-04-01 09:06:00,1.25,17613.0,United Kingdom
571848,72122,COFFEE SCENT PILLAR CANDLE,12,2011-10-19 12:50:00,0.95,13576.0,United Kingdom
570179,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,2011-10-07 14:27:00,3.75,17509.0,United Kingdom
C563363,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-1,2011-08-15 16:20:00,0.83,15342.0,United Kingdom
C570004,47594A,CAROUSEL DESIGN WASHBAG,-1,2011-10-07 09:21:00,1.95,13198.0,United Kingdom
539075,21086,SET/6 RED SPOTTY PAPER CUPS,1,2010-12-15 17:28:00,0.65,17189.0,United Kingdom
568047,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,2011-09-23 12:27:00,0.39,15075.0,United Kingdom
550341,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-04-17 15:53:00,9.95,13018.0,United Kingdom
C544428,22637,PIGGY BANK RETROSPOT ,-2,2011-02-18 15:44:00,2.55,16306.0,United Kingdom
569127,84030E,ENGLISH ROSE HOT WATER BOTTLE,48,2011-09-30 13:31:00,3.75,15903.0,United Kingdom
542723,21205,MULTICOLOUR 3D BALLS GARLAND,2,2011-01-31 14:53:00,2.55,17256.0,United Kingdom
564860,23103,JINGLE BELL HEART DECORATION,24,2011-08-31 10:06:00,1.65,17725.0,United Kingdom
563076,22418,10 COLOUR SPACEBOY PEN,288,2011-08-11 16:12:00,0.72,14646.0,Netherlands
557129,22676,FRENCH BLUE METAL DOOR SIGN 1,1,2011-06-16 19:59:00,1.25,17841.0,United Kingdom
543096,20723,STRAWBERRY CHARLOTTE BAG,2,2011-02-03 11:39:00,0.85,14044.0,United Kingdom
561542,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-07-28 10:09:00,1.25,15105.0,United Kingdom
557431,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-06-20 12:37:00,0.42,18260.0,United Kingdom
577034,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-11-17 13:16:00,1.25,12847.0,United Kingdom
570649,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-10-11 13:12:00,1.45,17659.0,United Kingdom
543197,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2011-02-04 12:36:00,5.45,12842.0,United Kingdom
556024,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,6,2011-06-08 12:21:00,2.1,12808.0,Portugal
556106,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,4,2011-06-08 16:54:00,2.95,14056.0,United Kingdom
537738,22697,GREEN REGENCY TEACUP AND SAUCER,6,2010-12-08 11:02:00,2.95,17706.0,United Kingdom
573413,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2011-10-30 16:12:00,6.95,15444.0,United Kingdom
556531,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-06-13 11:49:00,1.25,15491.0,United Kingdom
574704,21733,RED HANGING HEART T-LIGHT HOLDER,10,2011-11-06 14:02:00,2.95,15696.0,United Kingdom
537126,22437,SET OF 9 BLACK SKULL BALLOONS,1,2010-12-05 12:13:00,0.85,18118.0,United Kingdom
568059,22193,RED DINER WALL CLOCK,1,2011-09-23 12:58:00,8.5,13097.0,United Kingdom
537202,22570,FELTCRAFT CUSHION RABBIT,1,2010-12-05 14:25:00,3.75,14506.0,United Kingdom
575583,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2011-11-10 11:55:00,0.85,14456.0,United Kingdom
581191,90200B,BLACK SWEETHEART BRACELET,3,2011-12-07 16:56:00,4.25,17449.0,United Kingdom
549730,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-04-11 16:35:00,0.42,15867.0,United Kingdom
581182,22203,MILK PAN RED RETROSPOT,6,2011-12-07 15:56:00,1.25,12783.0,Portugal
548987,21067,VINTAGE RED TEATIME MUG,3,2011-04-05 12:50:00,1.25,14535.0,United Kingdom
576508,23211,RED ROCKING HORSE HAND PAINTED,6,2011-11-15 12:02:00,1.25,17777.0,United Kingdom
547651,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-03-24 12:11:00,1.25,16904.0,United Kingdom
538368,22197,SMALL POPCORN HOLDER,1,2010-12-12 10:57:00,0.85,15503.0,United Kingdom
567801,23502,PLAYING CARDS VINTAGE DOILEY ,12,2011-09-22 12:02:00,1.25,13089.0,United Kingdom
552231,21041,RED RETROSPOT OVEN GLOVE DOUBLE,2,2011-05-06 15:47:00,2.95,17364.0,United Kingdom
557886,20718,RED RETROSPOT SHOPPER BAG,2,2011-06-23 13:39:00,1.25,17799.0,United Kingdom
580539,22393,PAPERWEIGHT VINTAGE COLLAGE,12,2011-12-05 08:39:00,0.39,18180.0,United Kingdom
548708,21213,PACK OF 72 SKULL CAKE CASES,8,2011-04-03 12:41:00,0.55,13269.0,United Kingdom
573393,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-10-30 15:08:00,1.25,14158.0,United Kingdom
565766,22678,FRENCH BLUE METAL DOOR SIGN 3,1,2011-09-06 14:23:00,1.25,17841.0,United Kingdom
555857,23309,SET OF 60 I LOVE LONDON CAKE CASES ,5,2011-06-07 14:03:00,0.55,16393.0,United Kingdom
547663,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-03-24 13:16:00,0.55,16022.0,United Kingdom
C569994,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-2,2011-10-06 20:33:00,2.1,15606.0,United Kingdom
572194,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,6,2011-10-21 11:43:00,0.29,17832.0,United Kingdom
556573,23298,SPOTTY BUNTING,14,2011-06-13 13:32:00,4.95,14667.0,United Kingdom
580979,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-12-06 15:40:00,1.95,12362.0,Belgium
545410,85099B,JUMBO BAG RED RETROSPOT,10,2011-03-02 12:18:00,1.95,16670.0,United Kingdom
560893,23310,BUBBLEGUM RING ASSORTED,36,2011-07-21 17:08:00,0.42,13804.0,United Kingdom
554392,22505,MEMO BOARD COTTAGE DESIGN,2,2011-05-24 12:04:00,4.95,14534.0,United Kingdom
536390,22969,HOMEMADE JAM SCENTED CANDLES,96,2010-12-01 10:19:00,1.25,17511.0,United Kingdom
563720,23318,BOX OF 6 MINI VINTAGE CRACKERS,3,2011-08-18 16:24:00,2.49,15867.0,United Kingdom
561247,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-07-26 11:38:00,0.55,16592.0,United Kingdom
565475,82583,HOT BATHS METAL SIGN,72,2011-09-05 10:47:00,1.85,14156.0,EIRE
549943,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2011-04-13 12:09:00,2.95,13544.0,United Kingdom
544945,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-02-25 10:53:00,1.65,17735.0,United Kingdom
569671,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2011-10-05 13:54:00,0.83,16020.0,United Kingdom
546110,23053,RECYCLED ACAPULCO MAT PINK,4,2011-03-09 12:38:00,8.25,17770.0,United Kingdom
545052,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-02-27 12:27:00,3.75,13971.0,United Kingdom
545937,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2011-03-08 12:05:00,3.75,12758.0,Portugal
580727,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-12-05 17:17:00,8.29,14096.0,United Kingdom
568050,20996,JAZZ HEARTS ADDRESS BOOK,9,2011-09-23 12:38:00,0.19,15901.0,United Kingdom
538662,90210A,GREY ACRYLIC FACETED BANGLE,12,2010-12-13 15:44:00,1.25,15159.0,United Kingdom
544460,22271,FELTCRAFT DOLL ROSIE,1,2011-02-20 14:01:00,2.95,16931.0,United Kingdom
561712,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2011-07-29 11:49:00,1.65,14499.0,United Kingdom
561616,23207,LUNCH BAG ALPHABET DESIGN,3,2011-07-28 13:02:00,1.65,15023.0,United Kingdom
580650,21411,GINGHAM HEART  DOORSTOP RED,8,2011-12-05 13:30:00,1.95,14401.0,United Kingdom
554151,22384,LUNCH BAG PINK POLKADOT,10,2011-05-23 11:07:00,1.65,14049.0,United Kingdom
559122,21395,BLUE POLKADOT BEAKER ,48,2011-07-06 12:22:00,0.39,15159.0,United Kingdom
555653,22437,SET OF 9 BLACK SKULL BALLOONS,10,2011-06-06 14:12:00,0.85,17673.0,United Kingdom
562130,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-08-03 09:13:00,4.15,12750.0,Poland
559931,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-07-14 09:23:00,0.55,17738.0,United Kingdom
572282,22197,POPCORN HOLDER,6,2011-10-23 11:39:00,0.85,17634.0,United Kingdom
566790,23174,REGENCY SUGAR BOWL GREEN,24,2011-09-15 10:35:00,3.75,17679.0,United Kingdom
546742,22286,"DECORATION , WOBBLY RABBIT , METAL ",12,2011-03-16 12:26:00,1.65,12849.0,United Kingdom
570287,23229,VINTAGE DONKEY TAIL GAME ,6,2011-10-10 11:37:00,3.75,17425.0,United Kingdom
561047,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-07-24 12:46:00,0.85,16948.0,United Kingdom
544462,21382,SET/4 SPRING FLOWER DECORATION,12,2011-02-20 14:21:00,2.95,17050.0,United Kingdom
573897,35967,FOLK ART METAL STAR T-LIGHT HOLDER,12,2011-11-01 14:29:00,0.38,16729.0,United Kingdom
537781,84836,ZINC METAL HEART DECORATION,1,2010-12-08 12:46:00,1.25,17341.0,United Kingdom
549304,22427,ENAMEL FLOWER JUG CREAM,3,2011-04-08 08:39:00,5.95,16133.0,United Kingdom
543484,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-02-09 10:11:00,0.65,12721.0,France
559305,21032,SPACE CADET WHITE,1,2011-07-07 12:56:00,1.25,17892.0,United Kingdom
572672,23154,SET OF 4 JAM JAR MAGNETS,24,2011-10-25 13:15:00,2.08,13340.0,United Kingdom
573367,22508,DOORSTOP RETROSPOT HEART,4,2011-10-30 13:17:00,3.75,16145.0,United Kingdom
562928,85215,ASSORTED CHEESE FRIDGE MAGNETS,30,2011-08-10 15:29:00,0.65,15494.0,United Kingdom
563580,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,2011-08-17 15:53:00,2.55,16706.0,United Kingdom
581147,23583,LUNCH BAG PAISLEY PARK  ,5,2011-12-07 14:01:00,1.65,16426.0,United Kingdom
540856,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-01-12 10:16:00,1.25,16655.0,United Kingdom
564650,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,2011-08-26 14:17:00,3.75,14646.0,Netherlands
545044,47599A,PINK PARTY BAGS,24,2011-02-27 11:31:00,2.1,15738.0,United Kingdom
543828,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-14 09:45:00,1.45,14156.0,EIRE
546771,22677,FRENCH BLUE METAL DOOR SIGN 2,3,2011-03-16 15:19:00,1.25,17515.0,United Kingdom
546689,22077,6 RIBBONS RUSTIC CHARM,12,2011-03-16 10:24:00,1.65,16985.0,United Kingdom
540840,22855,FINE WICKER HEART ,12,2011-01-11 15:42:00,1.25,16235.0,United Kingdom
543535,90202C,GREEN ENAMEL FLOWER HAIR TIE,1,2011-02-09 13:37:00,2.95,17537.0,United Kingdom
580880,21931,JUMBO STORAGE BAG SUKI,10,2011-12-06 12:19:00,2.08,14121.0,United Kingdom
543306,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2011-02-07 11:56:00,3.75,16686.0,United Kingdom
546850,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,2011-03-17 13:20:00,1.25,13268.0,United Kingdom
559812,21947,SET OF 6 HEART CHOPSTICKS,1,2011-07-12 15:29:00,1.25,15051.0,United Kingdom
580544,22921,HERB MARKER CHIVES ,12,2011-12-05 09:15:00,0.65,15156.0,United Kingdom
568180,23288,GREEN VINTAGE SPOT BEAKER,3,2011-09-25 13:42:00,0.85,15429.0,United Kingdom
573546,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2011-10-31 13:13:00,1.25,15974.0,United Kingdom
569371,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-10-03 15:52:00,2.95,14651.0,United Kingdom
580727,22561,WOODEN SCHOOL COLOURING SET,1,2011-12-05 17:17:00,3.29,14096.0,United Kingdom
539044,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2010-12-15 15:47:00,4.25,15727.0,United Kingdom
548711,22197,SMALL POPCORN HOLDER,3,2011-04-03 14:24:00,0.85,18116.0,United Kingdom
543040,21086,SET/6 RED SPOTTY PAPER CUPS,6,2011-02-02 17:06:00,0.65,17337.0,United Kingdom
542617,22131,FOOD CONTAINER SET 3 LOVE HEART ,2,2011-01-30 15:48:00,1.95,17463.0,United Kingdom
557954,23300,GARDENERS KNEELING PAD CUP OF TEA ,6,2011-06-23 18:44:00,1.65,15023.0,United Kingdom
561077,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-07-24 15:53:00,1.45,17649.0,United Kingdom
562365,47585A,PINK FAIRY CAKE CUSHION COVER,1,2011-08-04 13:51:00,3.75,14344.0,United Kingdom
559367,20754,RETROSPOT RED WASHING UP GLOVES,6,2011-07-08 09:38:00,2.1,13013.0,United Kingdom
574678,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-11-06 12:36:00,1.45,13365.0,United Kingdom
572863,23266,SET OF 3 WOODEN STOCKING DECORATION,20,2011-10-26 12:53:00,1.25,17841.0,United Kingdom
537818,21539,RED RETROSPOT BUTTER DISH,6,2010-12-08 13:53:00,4.95,12766.0,Portugal
544572,21671,RED SPOT CERAMIC DRAWER KNOB,48,2011-02-21 13:21:00,1.25,14639.0,United Kingdom
559171,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-07-07 08:21:00,3.95,17651.0,United Kingdom
566674,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-09-14 11:41:00,0.83,15105.0,United Kingdom
571486,85014B,RED RETROSPOT UMBRELLA,3,2011-10-17 14:59:00,5.95,17612.0,United Kingdom
570839,23073,GEORGIAN TRINKET BOX,1,2011-10-12 14:08:00,12.5,14911.0,EIRE
563842,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-19 13:54:00,4.95,13871.0,United Kingdom
549308,21314,SMALL GLASS HEART TRINKET POT,8,2011-04-08 09:13:00,2.1,13767.0,United Kingdom
544935,22624,IVORY KITCHEN SCALES,2,2011-02-25 09:09:00,8.5,13870.0,United Kingdom
549304,85176,SEWING SUSAN 21 NEEDLE SET,12,2011-04-08 08:39:00,0.85,16133.0,United Kingdom
580673,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,72,2011-12-05 14:30:00,1.04,13089.0,United Kingdom
550215,23193,BUFFALO BILL TREASURE BOOK BOX,1,2011-04-15 10:43:00,4.58,,United Kingdom
537464,22866,HAND WARMER SCOTTY DOG DESIGN,24,2010-12-07 10:14:00,2.1,14907.0,United Kingdom
538507,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-12 13:26:00,2.95,15547.0,United Kingdom
571310,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-10-17 10:17:00,0.79,13394.0,United Kingdom
548655,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-04-01 13:47:00,3.75,15605.0,United Kingdom
540993,21039,RED RETROSPOT SHOPPING BAG,6,2011-01-13 09:23:00,2.55,13284.0,United Kingdom
543096,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-02-03 11:39:00,2.55,14044.0,United Kingdom
537034,22747,POPPY'S PLAYHOUSE BATHROOM,6,2010-12-03 17:20:00,2.1,13081.0,United Kingdom
579472,23084,RABBIT NIGHT LIGHT,1,2011-11-29 15:09:00,2.08,13521.0,United Kingdom
571715,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,2011-10-18 17:04:00,1.45,17576.0,United Kingdom
580889,22990,COTTON APRON PANTRY DESIGN,2,2011-12-06 12:27:00,1.95,14071.0,United Kingdom
555518,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-06-05 10:58:00,2.1,14891.0,United Kingdom
552053,21539,RED RETROSPOT BUTTER DISH,3,2011-05-06 10:16:00,4.95,16153.0,United Kingdom
547883,23182,TOILET SIGN OCCUPIED OR VACANT,24,2011-03-28 08:40:00,0.83,14755.0,United Kingdom
547209,16161P,WRAP ENGLISH ROSE ,25,2011-03-21 14:44:00,0.42,13081.0,United Kingdom
549577,22582,PACK OF 6 SWEETIE GIFT BOXES,6,2011-04-11 08:16:00,2.55,14286.0,United Kingdom
544597,22271,FELTCRAFT DOLL ROSIE,1,2011-02-21 17:42:00,2.95,16014.0,United Kingdom
536408,21914,BLUE HARMONICA IN BOX ,12,2010-12-01 11:41:00,1.25,14307.0,United Kingdom
580129,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-12-01 18:03:00,1.25,17426.0,United Kingdom
580956,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,48,2011-12-06 14:23:00,1.25,17841.0,United Kingdom
554365,22084,PAPER CHAIN KIT EMPIRE,12,2011-05-24 10:22:00,2.95,13089.0,United Kingdom
551171,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-26 16:45:00,12.75,13263.0,United Kingdom
542243,82616B,FRAPPUCINO SCARF KNITTING KIT,1,2011-01-26 15:00:00,2.95,17841.0,United Kingdom
570086,21703,BAG 125g SWIRLY MARBLES,12,2011-10-07 11:22:00,0.42,17086.0,United Kingdom
541489,21385,IVORY HANGING DECORATION  HEART,13,2011-01-18 13:38:00,0.85,15023.0,United Kingdom
554906,22607,WOODEN ROUNDERS GARDEN SET ,2,2011-05-27 11:41:00,9.95,14194.0,United Kingdom
550666,22781,GUMBALL MAGAZINE RACK,2,2011-04-20 09:35:00,7.65,17719.0,United Kingdom
538069,22956,36 FOIL HEART CAKE CASES,1,2010-12-09 14:08:00,2.1,16795.0,United Kingdom
C567532,84879,ASSORTED COLOUR BIRD ORNAMENT,-8,2011-09-21 09:44:00,1.69,15888.0,United Kingdom
581164,21169,YOU'RE CONFUSING ME METAL SIGN ,2,2011-12-07 14:34:00,1.69,14395.0,United Kingdom
555383,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2,2011-06-02 15:13:00,0.85,12517.0,Germany
565421,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2011-09-04 12:10:00,1.45,16744.0,United Kingdom
538626,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2010-12-13 12:57:00,1.25,17338.0,United Kingdom
562213,85175,CACTI T-LIGHT CANDLES,12,2011-08-03 13:39:00,0.42,13975.0,United Kingdom
556234,22271,FELTCRAFT DOLL ROSIE,1,2011-06-09 15:27:00,2.95,17961.0,United Kingdom
563550,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-08-17 12:50:00,4.15,14194.0,United Kingdom
567656,22161,HEART DECORATION RUSTIC HANGING ,5,2011-09-21 14:40:00,0.79,14096.0,United Kingdom
565855,22211,WOOD STAMP SET FLOWERS,12,2011-09-07 13:30:00,0.83,15114.0,United Kingdom
578935,20982,12 PENCILS TALL TUBE SKULLS,1,2011-11-27 12:52:00,0.85,15351.0,United Kingdom
543040,21988,PACK OF 6 SKULL PAPER PLATES,1,2011-02-02 17:06:00,0.85,17337.0,United Kingdom
574864,23323,WHITE WICKER STAR ,3,2011-11-07 12:29:00,2.1,14387.0,United Kingdom
563697,23203,JUMBO BAG VINTAGE DOILY ,3,2011-08-18 13:44:00,2.08,16813.0,United Kingdom
537828,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-08 14:43:00,1.69,15680.0,United Kingdom
574490,21817,GLITTER CHRISTMAS TREE,36,2011-11-04 13:04:00,0.39,17690.0,United Kingdom
538652,21012,ANTIQUE ALL GLASS CANDLESTICK,1,2010-12-13 15:12:00,2.1,17890.0,United Kingdom
540566,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2011-01-10 10:58:00,1.49,17811.0,United Kingdom
545545,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,2011-03-03 15:02:00,0.85,17841.0,United Kingdom
565967,21121,SET/10 RED POLKADOT PARTY CANDLES,48,2011-09-08 11:27:00,1.25,14646.0,Netherlands
556495,23300,GARDENERS KNEELING PAD CUP OF TEA ,3,2011-06-12 15:14:00,1.65,18069.0,United Kingdom
550157,23207,LUNCH BAG ALPHABET DESIGN,4,2011-04-14 15:26:00,1.65,16393.0,United Kingdom
572859,23215,JINGLE BELL HEART ANTIQUE SILVER,4,2011-10-26 12:39:00,2.08,16418.0,United Kingdom
542102,20971,PINK BLUE FELT CRAFT TRINKET BOX,48,2011-01-25 13:26:00,1.25,12744.0,Singapore
538379,22919,HERB MARKER MINT,1,2010-12-12 11:26:00,0.65,17126.0,United Kingdom
553828,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-05-19 11:24:00,1.25,17865.0,United Kingdom
574536,22371,AIRLINE BAG VINTAGE TOKYO 78,3,2011-11-04 14:35:00,4.25,15707.0,United Kingdom
547108,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,5,2011-03-21 11:36:00,4.95,14659.0,United Kingdom
547667,22716,CARD CIRCUS PARADE,12,2011-03-24 13:25:00,0.42,16700.0,United Kingdom
552877,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-12 09:49:00,2.08,14883.0,United Kingdom
541523,22728,ALARM CLOCK BAKELIKE PINK,1,2011-01-19 10:09:00,3.75,17708.0,United Kingdom
554325,23209,LUNCH BAG DOILEY PATTERN ,20,2011-05-23 15:38:00,1.65,12621.0,Germany
545294,22858,EASTER TIN KEEPSAKE,6,2011-03-01 12:07:00,1.65,17965.0,United Kingdom
579470,21754,HOME BUILDING BLOCK WORD,3,2011-11-29 15:06:00,6.25,16549.0,United Kingdom
568346,85129D,BEADED CRYSTAL HEART PINK SMALL,1,2011-09-26 15:28:00,2.46,14096.0,United Kingdom
547652,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,2011-03-24 12:15:00,0.95,14606.0,United Kingdom
544087,22498,WOODEN REGATTA BUNTING,2,2011-02-15 17:02:00,5.95,17530.0,United Kingdom
568060,23513,EMBROIDERED RIBBON REEL SUSIE ,2,2011-09-23 13:11:00,2.08,14546.0,United Kingdom
563626,22212,FOUR HOOK  WHITE LOVEBIRDS,12,2011-08-18 10:31:00,2.1,16187.0,United Kingdom
566451,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-09-12 16:14:00,1.25,18069.0,United Kingdom
548860,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-04-04 13:38:00,2.95,13263.0,United Kingdom
562348,85099F,JUMBO BAG STRAWBERRY,100,2011-08-04 12:36:00,1.79,17511.0,United Kingdom
C580263,21934,SKULL SHOULDER BAG,-10,2011-12-02 12:43:00,1.65,12536.0,France
562680,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,2,2011-08-08 13:46:00,0.55,17954.0,United Kingdom
552530,22502,PICNIC BASKET WICKER SMALL,4,2011-05-10 08:58:00,5.95,13055.0,United Kingdom
555095,22539,MINI JIGSAW DOLLY GIRL,24,2011-05-31 13:32:00,0.42,12540.0,Spain
573151,23100,SILVER BELLS TABLE DECORATION,12,2011-10-27 20:09:00,1.25,17602.0,United Kingdom
C542781,22634,CHILDS BREAKFAST SET SPACEBOY ,-3,2011-02-01 09:38:00,8.5,12626.0,Germany
553921,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-05-20 09:08:00,1.95,13376.0,United Kingdom
544568,10135,COLOURING PENCILS BROWN TUBE,10,2011-02-21 12:54:00,1.25,15065.0,United Kingdom
562258,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-08-03 15:28:00,3.75,16348.0,United Kingdom
568168,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-09-25 12:46:00,0.65,15799.0,United Kingdom
567797,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-09-22 11:49:00,4.15,16735.0,United Kingdom
555160,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,72,2011-06-01 09:18:00,3.75,14646.0,Netherlands
545719,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-03-07 10:28:00,2.1,13344.0,United Kingdom
552285,22428,ENAMEL FIRE BUCKET CREAM,1,2011-05-08 12:58:00,6.95,14684.0,United Kingdom
562102,21991,BOHEMIAN COLLAGE STATIONERY SET,12,2011-08-02 14:21:00,1.25,13089.0,United Kingdom
540562,84692,BOX OF 24 COCKTAIL PARASOLS,100,2011-01-10 10:35:00,0.42,12524.0,Germany
540642,22977,DOLLY GIRL CHILDRENS EGG CUP,24,2011-01-10 13:22:00,1.25,12681.0,France
568583,23199,JUMBO BAG APPLES,1,2011-09-28 10:09:00,2.08,15584.0,United Kingdom
551398,22955,36 FOIL STAR CAKE CASES ,6,2011-04-28 13:09:00,2.1,12417.0,Spain
537799,22613,PACK OF 20 SPACEBOY NAPKINS,6,2010-12-08 13:07:00,0.85,15916.0,United Kingdom
557222,21115,ROSE CARAVAN DOORSTOP,2,2011-06-17 13:14:00,6.75,14936.0,Channel Islands
C537132,22769,CHALKBOARD KITCHEN ORGANISER,-8,2010-12-05 12:29:00,21.95,15221.0,United Kingdom
541960,22699,ROSES REGENCY TEACUP AND SAUCER ,48,2011-01-24 12:44:00,2.55,16660.0,United Kingdom
557739,85049D,BRIGHT BLUES RIBBONS ,3,2011-06-22 11:43:00,1.25,13780.0,United Kingdom
544906,22659,LUNCH BOX I LOVE LONDON,12,2011-02-24 14:13:00,1.95,17017.0,United Kingdom
545279,22925,BLUE GIANT GARDEN THERMOMETER,2,2011-03-01 11:36:00,5.95,17811.0,United Kingdom
544819,22091,EMPIRE TISSUE BOX,1,2011-02-23 17:15:00,1.25,12748.0,United Kingdom
